"latin_name" "Density" "Biomass" "ID_sampling" "station_name" "dates"
"Abra alba" 501.1111111 23.77777778 229 "Suederfahrt" "1977-02-15"
"Abra alba" 76.66666667 4.611111111 230 "Suederfahrt" "1977-04-26"
"Abra alba" 8.888888889 0.055555556 231 "Suederfahrt" "1977-07-06"
"Abra alba" 3.333333333 0.022222222 232 "Suederfahrt" "1977-08-24"
"Abra alba" 35.55555556 1.088888889 233 "Suederfahrt" "1977-10-18"
"Abra alba" 61.11111111 1.444444444 234 "Suederfahrt" "1977-12-15"
"Abra alba" 22.22222222 0.611111111 235 "Suederfahrt" "1978-02-15"
"Abra alba" 35.55555556 2.488888889 236 "Suederfahrt" "1978-04-17"
"Abra alba" 134.4444444 5.555555556 237 "Suederfahrt" "1978-08-14"
"Abra alba" 281.1111111 18.37777778 238 "Suederfahrt" "1978-10-18"
"Abra alba" 124.4444444 14.93333333 239 "Suederfahrt" "1978-12-12"
"Arctica islandica" 15.55555556 488.5444444 202 "Suederfahrt" "1968-03-15"
"Arctica islandica" 10 570.0333333 203 "Suederfahrt" "1968-05-15"
"Arctica islandica" 20 831.8444444 204 "Suederfahrt" "1968-08-15"
"Arctica islandica" 14.44444444 475.8777778 205 "Suederfahrt" "1968-09-15"
"Arctica islandica" 8.888888889 386.5 206 "Suederfahrt" "1968-11-15"
"Arctica islandica" 31.11111111 834.4888889 207 "Suederfahrt" "1969-01-15"
"Arctica islandica" 8.888888889 449.1 208 "Suederfahrt" "1969-05-15"
"Arctica islandica" 26.66666667 652 209 "Suederfahrt" "1969-11-25"
"Arctica islandica" 13.33333333 417.5777778 210 "Suederfahrt" "1970-03-10"
"Arctica islandica" 7.777777778 342.7777778 211 "Suederfahrt" "1970-07-03"
"Arctica islandica" 8.888888889 896.7777778 212 "Suederfahrt" "1970-11-09"
"Arctica islandica" 15.55555556 506.4444444 213 "Suederfahrt" "1971-01-07"
"Arctica islandica" 12.22222222 538.6666667 124 "Suederfahrt" "1971-03-15"
"Arctica islandica" 8.888888889 321.1111111 6 "Suederfahrt" "1971-05-04"
"Arctica islandica" NA NA 214 "Suederfahrt" "1971-07-06"
"Arctica islandica" 36.66666667 970.4444444 215 "Suederfahrt" "1971-09-06"
"Arctica islandica" 13.33333333 442.6666667 216 "Suederfahrt" "1971-11-05"
"Arctica islandica" 23.33333333 870.6666667 217 "Suederfahrt" "1972-01-25"
"Arctica islandica" 23.33333333 975.7777778 218 "Suederfahrt" "1972-03-10"
"Arctica islandica" 13.33333333 307.1 219 "Suederfahrt" "1975-04-17"
"Arctica islandica" 16.66666667 286.3333333 220 "Suederfahrt" "1975-07-02"
"Arctica islandica" 18.88888889 216.8333333 221 "Suederfahrt" "1975-09-17"
"Arctica islandica" 27.77777778 340.4444444 222 "Suederfahrt" "1975-12-15"
"Arctica islandica" 28.88888889 976.7777778 223 "Suederfahrt" "1976-02-18"
"Arctica islandica" 18.88888889 537.1111111 224 "Suederfahrt" "1976-04-30"
"Arctica islandica" 20 632 225 "Suederfahrt" "1976-06-24"
"Arctica islandica" 24.44444444 306.4444444 226 "Suederfahrt" "1976-08-18"
"Arctica islandica" 31.11111111 741.8444444 227 "Suederfahrt" "1976-10-21"
"Arctica islandica" 56.66666667 193.2222222 228 "Suederfahrt" "1976-12-15"
"Arctica islandica" 25 86.5 229 "Suederfahrt" "1977-02-15"
"Arctica islandica" 41.11111111 789.7777778 230 "Suederfahrt" "1977-04-26"
"Arctica islandica" 24.44444444 714.8888889 231 "Suederfahrt" "1977-07-06"
"Arctica islandica" 17.77777778 395.4444444 232 "Suederfahrt" "1977-08-24"
"Arctica islandica" 38.88888889 662 233 "Suederfahrt" "1977-10-18"
"Arctica islandica" 18.88888889 191.1111111 234 "Suederfahrt" "1977-12-15"
"Arctica islandica" 21.11111111 418 235 "Suederfahrt" "1978-02-15"
"Arctica islandica" 16.66666667 293.3333333 236 "Suederfahrt" "1978-04-17"
"Arctica islandica" 12.22222222 392.2222222 237 "Suederfahrt" "1978-08-14"
"Arctica islandica" 6.666666667 165.5555556 238 "Suederfahrt" "1978-10-18"
"Arctica islandica" 10 239.1666667 239 "Suederfahrt" "1978-12-12"
"Astarte sp" 37.77777778 24.62222222 202 "Suederfahrt" "1968-03-15"
"Astarte sp" 42.22222222 24.75555556 203 "Suederfahrt" "1968-05-15"
"Astarte sp" 90 49.44444444 204 "Suederfahrt" "1968-08-15"
"Astarte sp" 33.33333333 21.6 205 "Suederfahrt" "1968-09-15"
"Astarte sp" 155.5555556 91.67777778 206 "Suederfahrt" "1968-11-15"
"Astarte sp" 24.44444444 2.922222222 207 "Suederfahrt" "1969-01-15"
"Astarte sp" 44.44444444 29.12222222 208 "Suederfahrt" "1969-05-15"
"Astarte sp" 10 9.444444444 209 "Suederfahrt" "1969-11-25"
"Astarte sp" 35.55555556 34.42222222 210 "Suederfahrt" "1970-03-10"
"Astarte sp" 26.66666667 17.68888889 211 "Suederfahrt" "1970-07-03"
"Astarte sp" 22.22222222 16.43333333 212 "Suederfahrt" "1970-11-09"
"Astarte sp" 34.44444444 10.91111111 213 "Suederfahrt" "1971-01-07"
"Astarte sp" 88.33333333 116.6333333 124 "Suederfahrt" "1971-03-15"
"Astarte sp" 173.3333333 121.1222222 6 "Suederfahrt" "1971-05-04"
"Astarte sp" 32.22222222 10.55555556 214 "Suederfahrt" "1971-07-06"
"Astarte sp" 81.11111111 22.38888889 215 "Suederfahrt" "1971-09-06"
"Astarte sp" 176.6666667 135.7777778 216 "Suederfahrt" "1971-11-05"
"Astarte sp" NA NA 217 "Suederfahrt" "1972-01-25"
"Astarte sp" 185.5555556 84.08888889 218 "Suederfahrt" "1972-03-10"
"Astarte sp" 0 0 219 "Suederfahrt" "1975-04-17"
"Astarte sp" 166.6666667 52.12222222 220 "Suederfahrt" "1975-07-02"
"Astarte sp" 297.7777778 164.9 221 "Suederfahrt" "1975-09-17"
"Astarte sp" 71.11111111 32.5 222 "Suederfahrt" "1975-12-15"
"Astarte sp" 13.33333333 1.388888889 223 "Suederfahrt" "1976-02-18"
"Astarte sp" 152.2222222 74.5 224 "Suederfahrt" "1976-04-30"
"Astarte sp" 96.66666667 57.33333333 225 "Suederfahrt" "1976-06-24"
"Astarte sp" 80 22.95555556 226 "Suederfahrt" "1976-08-18"
"Astarte sp" 117.7777778 22.53333333 227 "Suederfahrt" "1976-10-21"
"Astarte sp" 171.1111111 86.13333333 228 "Suederfahrt" "1976-12-15"
"Astarte sp" 283.3333333 176.5111111 229 "Suederfahrt" "1977-02-15"
"Astarte sp" 47.77777778 17.81111111 230 "Suederfahrt" "1977-04-26"
"Astarte sp" 10 1.344444444 231 "Suederfahrt" "1977-07-06"
"Astarte sp" 20 3.433333333 232 "Suederfahrt" "1977-08-24"
"Astarte sp" 24.44444444 9.744444444 233 "Suederfahrt" "1977-10-18"
"Astarte sp" 24.44444444 12.63333333 234 "Suederfahrt" "1977-12-15"
"Astarte sp" 114.4444444 58.33333333 235 "Suederfahrt" "1978-02-15"
"Astarte sp" 176.6666667 140.9111111 236 "Suederfahrt" "1978-04-17"
"Astarte sp" 130 68.45555556 237 "Suederfahrt" "1978-08-14"
"Astarte sp" 205.5555556 209.8333333 238 "Suederfahrt" "1978-10-18"
"Astarte sp" 27.77777778 8 239 "Suederfahrt" "1978-12-12"
"Diastylis rathkei" 27.77777778 0.4 202 "Suederfahrt" "1968-03-15"
"Diastylis rathkei" 45.55555556 0.655555556 203 "Suederfahrt" "1968-05-15"
"Diastylis rathkei" 206.6666667 1.966666667 204 "Suederfahrt" "1968-08-15"
"Diastylis rathkei" 164.4444444 2.522222222 205 "Suederfahrt" "1968-09-15"
"Diastylis rathkei" 115.5555556 2 206 "Suederfahrt" "1968-11-15"
"Diastylis rathkei" 23.33333333 0.544444444 207 "Suederfahrt" "1969-01-15"
"Diastylis rathkei" 36.66666667 0.455555556 208 "Suederfahrt" "1969-05-15"
"Diastylis rathkei" 95 0.866666667 209 "Suederfahrt" "1969-11-25"
"Diastylis rathkei" 96.66666667 1.122222222 210 "Suederfahrt" "1970-03-10"
"Diastylis rathkei" 556.6666667 1.266666667 211 "Suederfahrt" "1970-07-03"
"Diastylis rathkei" 734.4444444 5.988888889 212 "Suederfahrt" "1970-11-09"
"Diastylis rathkei" 348.8888889 3.377777778 213 "Suederfahrt" "1971-01-07"
"Diastylis rathkei" 218.3333333 1.45 124 "Suederfahrt" "1971-03-15"
"Diastylis rathkei" 341.1111111 3.466666667 6 "Suederfahrt" "1971-05-04"
"Diastylis rathkei" 1175.555556 2.511111111 214 "Suederfahrt" "1971-07-06"
"Diastylis rathkei" 2183.333333 10.77777778 215 "Suederfahrt" "1971-09-06"
"Diastylis rathkei" 884.4444444 6.888888889 216 "Suederfahrt" "1971-11-05"
"Diastylis rathkei" NA NA 217 "Suederfahrt" "1972-01-25"
"Diastylis rathkei" 251.1111111 2.211111111 218 "Suederfahrt" "1972-03-10"
"Diastylis rathkei" 48.88888889 0.566666667 219 "Suederfahrt" "1975-04-17"
"Diastylis rathkei" 1203.333333 4.344444444 220 "Suederfahrt" "1975-07-02"
"Diastylis rathkei" 472.2222222 5.633333333 221 "Suederfahrt" "1975-09-17"
"Diastylis rathkei" 136.6666667 2.244444444 222 "Suederfahrt" "1975-12-15"
"Diastylis rathkei" 83.33333333 1.344444444 223 "Suederfahrt" "1976-02-18"
"Diastylis rathkei" 105.5555556 1.677777778 224 "Suederfahrt" "1976-04-30"
"Diastylis rathkei" 1081.111111 3.366666667 225 "Suederfahrt" "1976-06-24"
"Diastylis rathkei" 1582.222222 16.5 226 "Suederfahrt" "1976-08-18"
"Diastylis rathkei" 533.3333333 7.388888889 227 "Suederfahrt" "1976-10-21"
"Diastylis rathkei" 360 5.577777778 228 "Suederfahrt" "1976-12-15"
"Diastylis rathkei" 463.3333333 9.644444444 229 "Suederfahrt" "1977-02-15"
"Diastylis rathkei" 257.7777778 3.911111111 230 "Suederfahrt" "1977-04-26"
"Diastylis rathkei" 2993.333333 9.222222222 231 "Suederfahrt" "1977-07-06"
"Diastylis rathkei" 1948.333333 9.05 232 "Suederfahrt" "1977-08-24"
"Diastylis rathkei" 1111.111111 8.888888889 233 "Suederfahrt" "1977-10-18"
"Diastylis rathkei" 545.5555556 6.222222222 234 "Suederfahrt" "1977-12-15"
"Diastylis rathkei" 344.4444444 4.088888889 235 "Suederfahrt" "1978-02-15"
"Diastylis rathkei" 282.2222222 4.477777778 236 "Suederfahrt" "1978-04-17"
"Diastylis rathkei" 1027.777778 9.477777778 237 "Suederfahrt" "1978-08-14"
"Diastylis rathkei" 555.5555556 8.277777778 238 "Suederfahrt" "1978-10-18"
"Diastylis rathkei" 266.6666667 3.544444444 239 "Suederfahrt" "1978-12-12"
"Gastrosaccus spinifer" 0 0 202 "Suederfahrt" "1968-03-15"
"Gastrosaccus spinifer" 0 0 203 "Suederfahrt" "1968-05-15"
"Gastrosaccus spinifer" 0 0 204 "Suederfahrt" "1968-08-15"
"Gastrosaccus spinifer" 3.333333333 0.022222222 205 "Suederfahrt" "1968-09-15"
"Gastrosaccus spinifer" 4.444444444 0.044444444 206 "Suederfahrt" "1968-11-15"
"Gastrosaccus spinifer" 3.333333333 0.033333333 207 "Suederfahrt" "1969-01-15"
"Gastrosaccus spinifer" 0 0 208 "Suederfahrt" "1969-05-15"
"Gastrosaccus spinifer" 1.666666667 0.016666667 209 "Suederfahrt" "1969-11-25"
"Gastrosaccus spinifer" 0 0 210 "Suederfahrt" "1970-03-10"
"Gastrosaccus spinifer" 0 0 211 "Suederfahrt" "1970-07-03"
"Gastrosaccus spinifer" 5.555555556 0.011111111 212 "Suederfahrt" "1970-11-09"
"Gastrosaccus spinifer" 2.222222222 0.022222222 213 "Suederfahrt" "1971-01-07"
"Gastrosaccus spinifer" 2.222222222 0.022222222 124 "Suederfahrt" "1971-03-15"
"Gastrosaccus spinifer" 1.111111111 0.011111111 6 "Suederfahrt" "1971-05-04"
"Gastrosaccus spinifer" 0 0 214 "Suederfahrt" "1971-07-06"
"Gastrosaccus spinifer" 0 0 215 "Suederfahrt" "1971-09-06"
"Gastrosaccus spinifer" 3.333333333 0.022222222 216 "Suederfahrt" "1971-11-05"
"Gastrosaccus spinifer" NA NA 217 "Suederfahrt" "1972-01-25"
"Gastrosaccus spinifer" 14.44444444 0.1 218 "Suederfahrt" "1972-03-10"
"Gastrosaccus spinifer" 0 0 219 "Suederfahrt" "1975-04-17"
"Gastrosaccus spinifer" 1.111111111 0.011111111 220 "Suederfahrt" "1975-07-02"
"Gastrosaccus spinifer" 1.111111111 0.011111111 221 "Suederfahrt" "1975-09-17"
"Gastrosaccus spinifer" 12.22222222 0.055555556 222 "Suederfahrt" "1975-12-15"
"Gastrosaccus spinifer" 2.222222222 0.011111111 223 "Suederfahrt" "1976-02-18"
"Gastrosaccus spinifer" 2.222222222 0.011111111 224 "Suederfahrt" "1976-04-30"
"Gastrosaccus spinifer" 0 0 225 "Suederfahrt" "1976-06-24"
"Gastrosaccus spinifer" 1.111111111 0.011111111 226 "Suederfahrt" "1976-08-18"
"Gastrosaccus spinifer" 1.111111111 0.011111111 227 "Suederfahrt" "1976-10-21"
"Gastrosaccus spinifer" 0 0 228 "Suederfahrt" "1976-12-15"
"Gastrosaccus spinifer" 4.444444444 0.055555556 229 "Suederfahrt" "1977-02-15"
"Gastrosaccus spinifer" 0 0 230 "Suederfahrt" "1977-04-26"
"Gastrosaccus spinifer" 0 0 231 "Suederfahrt" "1977-07-06"
"Gastrosaccus spinifer" 5.555555556 0.044444444 232 "Suederfahrt" "1977-08-24"
"Gastrosaccus spinifer" 1.111111111 0.011111111 233 "Suederfahrt" "1977-10-18"
"Gastrosaccus spinifer" 6.666666667 0.077777778 234 "Suederfahrt" "1977-12-15"
"Gastrosaccus spinifer" 3.333333333 0.022222222 235 "Suederfahrt" "1978-02-15"
"Gastrosaccus spinifer" 3.333333333 0.033333333 236 "Suederfahrt" "1978-04-17"
"Gastrosaccus spinifer" 0 0 237 "Suederfahrt" "1978-08-14"
"Gastrosaccus spinifer" 4.444444444 0.055555556 238 "Suederfahrt" "1978-10-18"
"Gastrosaccus spinifer" 0 0 239 "Suederfahrt" "1978-12-12"
"Nephthys sp" 50 12.57777778 202 "Suederfahrt" "1968-03-15"
"Nephthys sp" 64.44444444 14.87777778 203 "Suederfahrt" "1968-05-15"
"Nephthys sp" 80 14.92222222 204 "Suederfahrt" "1968-08-15"
"Nephthys sp" 77.77777778 10.15555556 205 "Suederfahrt" "1968-09-15"
"Nephthys sp" 50 8.4 206 "Suederfahrt" "1968-11-15"
"Nephthys sp" 63.33333333 10.83333333 207 "Suederfahrt" "1969-01-15"
"Nephthys sp" 66.66666667 12.14444444 208 "Suederfahrt" "1969-05-15"
"Nephthys sp" 53.33333333 10.75 209 "Suederfahrt" "1969-11-25"
"Nephthys sp" 65.55555556 14.68888889 210 "Suederfahrt" "1970-03-10"
"Nephthys sp" 77.77777778 14.61111111 211 "Suederfahrt" "1970-07-03"
"Nephthys sp" 66.66666667 10.35555556 212 "Suederfahrt" "1970-11-09"
"Nephthys sp" 45.55555556 8.611111111 213 "Suederfahrt" "1971-01-07"
"Nephthys sp" 82.22222222 19.63333333 124 "Suederfahrt" "1971-03-15"
"Nephthys sp" 74.44444444 19.35555556 6 "Suederfahrt" "1971-05-04"
"Nephthys sp" 97.77777778 20.43333333 214 "Suederfahrt" "1971-07-06"
"Nephthys sp" 95.55555556 18.71111111 215 "Suederfahrt" "1971-09-06"
"Nephthys sp" 71.11111111 16.4 216 "Suederfahrt" "1971-11-05"
"Nephthys sp" NA NA 217 "Suederfahrt" "1972-01-25"
"Nephthys sp" 83.33333333 16.27777778 218 "Suederfahrt" "1972-03-10"
"Nephthys sp" 88.88888889 17.26666667 219 "Suederfahrt" "1975-04-17"
"Nephthys sp" 77.77777778 9.844444444 220 "Suederfahrt" "1975-07-02"
"Nephthys sp" 98.88888889 14.23333333 221 "Suederfahrt" "1975-09-17"
"Nephthys sp" 77.77777778 17.25555556 222 "Suederfahrt" "1975-12-15"
"Nephthys sp" 81.11111111 11.44444444 223 "Suederfahrt" "1976-02-18"
"Nephthys sp" 57.77777778 14.34444444 224 "Suederfahrt" "1976-04-30"
"Nephthys sp" 71.66666667 14.66666667 225 "Suederfahrt" "1976-06-24"
"Nephthys sp" 56.66666667 11.5 226 "Suederfahrt" "1976-08-18"
"Nephthys sp" 42.22222222 12.6 227 "Suederfahrt" "1976-10-21"
"Nephthys sp" 68.88888889 12.44444444 228 "Suederfahrt" "1976-12-15"
"Nephthys sp" 81.11111111 19.93333333 229 "Suederfahrt" "1977-02-15"
"Nephthys sp" 70 13.07777778 230 "Suederfahrt" "1977-04-26"
"Nephthys sp" 71.11111111 17.58888889 231 "Suederfahrt" "1977-07-06"
"Nephthys sp" 91.11111111 23.72222222 232 "Suederfahrt" "1977-08-24"
"Nephthys sp" 70 20 233 "Suederfahrt" "1977-10-18"
"Nephthys sp" 72.22222222 14.48888889 234 "Suederfahrt" "1977-12-15"
"Nephthys sp" 112.2222222 15.42222222 235 "Suederfahrt" "1978-02-15"
"Nephthys sp" 116.6666667 22.06666667 236 "Suederfahrt" "1978-04-17"
"Nephthys sp" 58.88888889 18.66666667 237 "Suederfahrt" "1978-08-14"
"Nephthys sp" 71.11111111 20.56666667 238 "Suederfahrt" "1978-10-18"
"Nephthys sp" 81.11111111 15.16666667 239 "Suederfahrt" "1978-12-12"
"Ophiura albida" 190 5.1 202 "Suederfahrt" "1968-03-15"
"Ophiura albida" 143.3333333 3.655555556 203 "Suederfahrt" "1968-05-15"
"Ophiura albida" 95.55555556 1.911111111 204 "Suederfahrt" "1968-08-15"
"Ophiura albida" 47.77777778 1.088888889 205 "Suederfahrt" "1968-09-15"
"Ophiura albida" 111.1111111 3.188888889 206 "Suederfahrt" "1968-11-15"
"Ophiura albida" 53.33333333 2.233333333 207 "Suederfahrt" "1969-01-15"
"Ophiura albida" 108.8888889 3.777777778 208 "Suederfahrt" "1969-05-15"
"Ophiura albida" 21.66666667 0.65 209 "Suederfahrt" "1969-11-25"
"Ophiura albida" 84.44444444 4.522222222 210 "Suederfahrt" "1970-03-10"
"Ophiura albida" 12.22222222 0.6 211 "Suederfahrt" "1970-07-03"
"Ophiura albida" 32.22222222 0.677777778 212 "Suederfahrt" "1970-11-09"
"Ophiura albida" 72.22222222 2.633333333 213 "Suederfahrt" "1971-01-07"
"Ophiura albida" 106.6666667 1.644444444 124 "Suederfahrt" "1971-03-15"
"Ophiura albida" 103.3333333 6.1 6 "Suederfahrt" "1971-05-04"
"Ophiura albida" 61.11111111 1.8 214 "Suederfahrt" "1971-07-06"
"Ophiura albida" 63.33333333 5.244444444 215 "Suederfahrt" "1971-09-06"
"Ophiura albida" 25.55555556 1.133333333 216 "Suederfahrt" "1971-11-05"
"Ophiura albida" NA NA 217 "Suederfahrt" "1972-01-25"
"Ophiura albida" 73.33333333 3.955555556 218 "Suederfahrt" "1972-03-10"
"Ophiura albida" 212.2222222 7.522222222 219 "Suederfahrt" "1975-04-17"
"Ophiura albida" 164.4444444 8.222222222 220 "Suederfahrt" "1975-07-02"
"Ophiura albida" 220 12.02222222 221 "Suederfahrt" "1975-09-17"
"Ophiura albida" 178.8888889 9.222222222 222 "Suederfahrt" "1975-12-15"
"Ophiura albida" 158.8888889 7.588888889 223 "Suederfahrt" "1976-02-18"
"Ophiura albida" 125.5555556 5.9 224 "Suederfahrt" "1976-04-30"
"Ophiura albida" 91.11111111 4.6 225 "Suederfahrt" "1976-06-24"
"Ophiura albida" 132.2222222 6.022222222 226 "Suederfahrt" "1976-08-18"
"Ophiura albida" 143.3333333 4.244444444 227 "Suederfahrt" "1976-10-21"
"Ophiura albida" 250 4.711111111 228 "Suederfahrt" "1976-12-15"
"Ophiura albida" 336.6666667 9.566666667 229 "Suederfahrt" "1977-02-15"
"Ophiura albida" 298.8888889 11.44444444 230 "Suederfahrt" "1977-04-26"
"Ophiura albida" 127.7777778 4.433333333 231 "Suederfahrt" "1977-07-06"
"Ophiura albida" 144.4444444 5.844444444 232 "Suederfahrt" "1977-08-24"
"Ophiura albida" 133.3333333 4.844444444 233 "Suederfahrt" "1977-10-18"
"Ophiura albida" 125.5555556 6.133333333 234 "Suederfahrt" "1977-12-15"
"Ophiura albida" 286.6666667 11.37777778 235 "Suederfahrt" "1978-02-15"
"Ophiura albida" 241.1111111 9.388888889 236 "Suederfahrt" "1978-04-17"
"Ophiura albida" 92.22222222 4.233333333 237 "Suederfahrt" "1978-08-14"
"Ophiura albida" 165.5555556 6.911111111 238 "Suederfahrt" "1978-10-18"
"Ophiura albida" 160 7.233333333 239 "Suederfahrt" "1978-12-12"
"Pectinaria koreni" 0 0 202 "Suederfahrt" "1968-03-15"
"Pectinaria koreni" 0 0 203 "Suederfahrt" "1968-05-15"
"Pectinaria koreni" 5.555555556 0.011111111 204 "Suederfahrt" "1968-08-15"
"Pectinaria koreni" 11.11111111 0.2 205 "Suederfahrt" "1968-09-15"
"Pectinaria koreni" 11.11111111 0.577777778 206 "Suederfahrt" "1968-11-15"
"Pectinaria koreni" 23.33333333 2.055555556 207 "Suederfahrt" "1969-01-15"
"Pectinaria koreni" 5.555555556 0.133333333 208 "Suederfahrt" "1969-05-15"
"Pectinaria koreni" 8.888888889 0.366666667 209 "Suederfahrt" "1969-11-25"
"Pectinaria koreni" 32.22222222 2.233333333 210 "Suederfahrt" "1970-03-10"
"Pectinaria koreni" 6.666666667 0.177777778 211 "Suederfahrt" "1970-07-03"
"Pectinaria koreni" 7.777777778 0.577777778 212 "Suederfahrt" "1970-11-09"
"Pectinaria koreni" 5.555555556 0.577777778 213 "Suederfahrt" "1971-01-07"
"Pectinaria koreni" 3.333333333 0.022222222 124 "Suederfahrt" "1971-03-15"
"Pectinaria koreni" 5.555555556 0.188888889 6 "Suederfahrt" "1971-05-04"
"Pectinaria koreni" 3.333333333 0.111111111 214 "Suederfahrt" "1971-07-06"
"Pectinaria koreni" 0 0 215 "Suederfahrt" "1971-09-06"
"Pectinaria koreni" 1.111111111 0.011111111 216 "Suederfahrt" "1971-11-05"
"Pectinaria koreni" NA NA 217 "Suederfahrt" "1972-01-25"
"Pectinaria koreni" 1.111111111 0.011111111 218 "Suederfahrt" "1972-03-10"
"Pectinaria koreni" 17.77777778 0.255555556 219 "Suederfahrt" "1975-04-17"
"Pectinaria koreni" 35.55555556 1.044444444 220 "Suederfahrt" "1975-07-02"
"Pectinaria koreni" 56.66666667 1.322222222 221 "Suederfahrt" "1975-09-17"
"Pectinaria koreni" 44.44444444 1.722222222 222 "Suederfahrt" "1975-12-15"
"Pectinaria koreni" 42.22222222 4.433333333 223 "Suederfahrt" "1976-02-18"
"Pectinaria koreni" 14.44444444 0.055555556 224 "Suederfahrt" "1976-04-30"
"Pectinaria koreni" 5.555555556 0.466666667 225 "Suederfahrt" "1976-06-24"
"Pectinaria koreni" 63.33333333 0.966666667 226 "Suederfahrt" "1976-08-18"
"Pectinaria koreni" 83.33333333 2.466666667 227 "Suederfahrt" "1976-10-21"
"Pectinaria koreni" 154.4444444 3.977777778 228 "Suederfahrt" "1976-12-15"
"Pectinaria koreni" 30 0.655555556 229 "Suederfahrt" "1977-02-15"
"Pectinaria koreni" 46.66666667 1.144444444 230 "Suederfahrt" "1977-04-26"
"Pectinaria koreni" 11.11111111 0.466666667 231 "Suederfahrt" "1977-07-06"
"Pectinaria koreni" 10 0.2 232 "Suederfahrt" "1977-08-24"
"Pectinaria koreni" 11.11111111 0.122222222 233 "Suederfahrt" "1977-10-18"
"Pectinaria koreni" 14.44444444 0.133333333 234 "Suederfahrt" "1977-12-15"
"Pectinaria koreni" 7.777777778 0.1 235 "Suederfahrt" "1978-02-15"
"Pectinaria koreni" 11.11111111 0.2 236 "Suederfahrt" "1978-04-17"
"Pectinaria koreni" 0 0 237 "Suederfahrt" "1978-08-14"
"Pectinaria koreni" 12.22222222 0.255555556 238 "Suederfahrt" "1978-10-18"
"Pectinaria koreni" 34.44444444 0.7 239 "Suederfahrt" "1978-12-12"
"Pherusa plumosa" 6.666666667 1.1 202 "Suederfahrt" "1968-03-15"
"Pherusa plumosa" 0 0 203 "Suederfahrt" "1968-05-15"
"Pherusa plumosa" 5.555555556 1.622222222 204 "Suederfahrt" "1968-08-15"
"Pherusa plumosa" 4.444444444 0.877777778 205 "Suederfahrt" "1968-09-15"
"Pherusa plumosa" 8.888888889 1.1 206 "Suederfahrt" "1968-11-15"
"Pherusa plumosa" 10 1.111111111 207 "Suederfahrt" "1969-01-15"
"Pherusa plumosa" 0 0 208 "Suederfahrt" "1969-05-15"
"Pherusa plumosa" 2.222222222 0.111111111 209 "Suederfahrt" "1969-11-25"
"Pherusa plumosa" 0 0 210 "Suederfahrt" "1970-03-10"
"Pherusa plumosa" 5.555555556 0.211111111 211 "Suederfahrt" "1970-07-03"
"Pherusa plumosa" 4.444444444 0.566666667 212 "Suederfahrt" "1970-11-09"
"Pherusa plumosa" 0 0 213 "Suederfahrt" "1971-01-07"
"Pherusa plumosa" 6.666666667 0.111111111 124 "Suederfahrt" "1971-03-15"
"Pherusa plumosa" 2.222222222 0.088888889 6 "Suederfahrt" "1971-05-04"
"Pherusa plumosa" 7.777777778 0.888888889 214 "Suederfahrt" "1971-07-06"
"Pherusa plumosa" 4.444444444 0.555555556 215 "Suederfahrt" "1971-09-06"
